0,0
1,0
2,0
3,1
4,0
5,0
6,0
7,2
8,2
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,2
17,0
18,0
19,1
20,1
21,0
22,0
23,0
24,1
25,0
26,0
27,0
28,0
29,1
30,0
31,1
32,0
33,1
34,0
35,1
36,1
37,2
38,0
39,0
40,0
41,0
42,1
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,1
52,1
53,0
54,1
55,0
56,0
57,0
58,0
59,1
60,0
61,0
62,2
63,0
64,0
65,0
66,0
67,0
68,0
69,1
70,1
71,0
72,0
73,0
74,0
75,0
76,0
77,1
78,0
79,0
80,0
81,0
82,0
83,0
84,1
85,0
86,1
87,0
88,0
89,0
90,0
91,1
92,0
93,0
94,0
95,1
96,0
97,0
98,0
99,1
100,1
101,1
102,1
103,0
104,0
105,0
106,0
107,0
108,1
109,0
110,0
111,0
112,0
113,1
114,0
115,1
116,1
117,1
118,1
119,1
120,0
121,1
122,0
123,0
124,0
125,0
126,0
127,0
128,2
129,0
130,0
131,0
132,0
133,1
134,1
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,1
143,0
144,1
145,0
146,0
147,0
148,1
149,1
150,1
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,1
160,0
161,0
162,1
163,0
164,0
165,0
166,0
167,0
168,1
169,0
170,0
171,1
172,1
173,1
174,0
175,0
176,0
177,1
178,0
179,0
180,0
181,0
182,0
183,0
184,1
185,0
186,0
187,0
188,0
189,0
190,0
191,1
192,0
193,0
194,0
195,0
196,0
197,1
198,2
199,0
200,2
201,0
202,0
203,0
204,1
205,2
206,2
207,0
208,0
209,2
210,1
211,1
212,1
213,0
214,1
215,0
216,0
217,0
218,0
219,0
220,1
221,0
222,0
223,1
224,0
225,1
226,1
227,0
228,1
229,0
230,2
231,1
232,1
233,0
234,1
235,1
236,1
237,1
238,1
239,1
240,0
241,1
242,1
243,2
244,2
245,1
246,0
247,0
248,1
249,1
250,1
251,1
252,0
253,0
254,1
255,0
256,0
257,0
258,0
259,2
260,0
261,0
262,0
263,0
264,0
265,2
266,0
267,2
268,1
269,1
270,1
271,1
272,0
273,0
274,0
275,1
276,1
277,1
278,2
279,2
280,1
281,2
282,0
283,2
284,0
285,0
286,1
287,1
288,2
289,0
290,2
291,0
292,1
293,1
294,1
295,0
296,0
297,0
298,0
299,0
300,1
301,1
302,0
303,0
304,0
305,1
306,0
307,1
308,1
309,1
310,1
311,1
312,1
313,0
314,0
315,1
316,0
317,1
318,2
319,1
320,2
321,0
322,0
323,1
324,1
325,1
326,2
327,0
328,1
329,0
330,1
331,1
332,1
333,0
334,2
335,2
336,1
337,0
338,1
339,2
340,1
341,1
342,1
343,1
344,1
345,0
346,2
347,1
348,1
349,1
350,1
351,1
352,0
353,0
354,1
355,1
356,0
357,2
358,2
359,1
360,0
361,1
362,0
363,0
364,2
365,1
366,2
367,0
368,0
369,2
370,0
371,1
372,1
373,0
374,1
375,2
376,1
377,2
378,1
379,1
380,1
381,1
382,1
383,1
384,0
385,1
386,1
387,1
388,1
389,2
390,2
391,1
392,0
393,0
394,0
395,2
396,0
397,1
398,1
399,0
400,0
401,1
402,1
403,1
404,0
405,1
406,1
407,2
408,1
409,0
410,1
411,0
412,0
413,2
414,0
415,0
416,1
417,0
418,1
419,0
420,2
421,2
422,0
423,2
424,0
425,2
426,1
427,1
428,0
429,1
430,2
431,0
432,1
433,0
434,1
435,0
436,1
437,1
438,1
439,0
440,2
441,1
442,2
443,2
444,2
445,1
446,0
447,0
448,1
449,1
450,1
451,1
452,1
453,2
454,0
455,2
456,0
457,0
458,2
459,0
460,1
461,0
462,0
463,0
464,1
465,0
466,1
467,1
468,1
469,0
470,0
471,1
472,1
473,0
474,1
475,0
476,0
477,1
478,0
479,1
480,0
481,2
482,0
483,0
484,1
485,0
486,0
487,1
488,2
489,1
490,1
491,2
492,2
493,1
494,1
495,2
496,1
497,0
498,2
499,1
500,1
501,2
502,2
503,2
504,2
505,2
506,2
507,1
508,1
509,2
510,0
511,1
512,1
513,2
514,2
515,0
516,1
517,0
518,1
519,0
520,1
521,0
522,0
523,0
524,0
525,0
526,0
527,1
528,1
529,0
530,1
531,0
532,0
533,1
