0,2
1,1
2,1
3,2
4,1
5,2
6,1
7,0
8,0
9,1
10,1
11,1
12,0
13,1
14,1
15,1
16,0
17,1
18,0
19,0
20,2
21,1
22,2
23,2
24,1
25,1
26,2
27,0
28,0
29,0
30,1
31,1
32,1
33,1
34,1
35,1
36,2
37,1
38,2
39,2
40,2
41,1
42,1
43,1
44,1
45,1
46,2
47,1
48,2
49,2
50,0
51,1
52,0
53,1
54,1
55,1
56,1
57,2
58,2
59,2
60,2
61,2
62,2
63,1
64,0
65,1
66,2
67,2
68,2
69,2
70,0
71,2
72,1
73,2
74,2
75,2
76,0
77,1
78,2
79,1
80,0
81,2
82,1
83,2
84,2
85,1
86,2
87,1
88,0
89,0
90,1
91,2
92,2
93,1
94,2
95,2
96,0
97,1
98,2
99,1
100,1
101,0
102,0
103,0
104,1
105,1
106,1
107,1
108,1
109,1
110,0
111,0
112,0
113,1
114,0
115,0
116,0
117,1
118,0
119,1
120,0
121,0
122,2
123,0
124,0
125,2
126,1
127,1
128,2
129,2
130,2
131,0
132,1
133,1
134,0
135,1
136,0
137,1
138,0
139,0
140,1
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,0
149,1
150,0
151,1
152,2
153,0
154,0
155,0
156,2
157,1
158,0
159,0
160,0
161,1
162,1
163,2
164,0
165,0
166,2
167,0
168,0
169,0
170,1
171,0
172,0
173,1
174,1
175,0
176,0
177,1
178,0
179,1
180,2
181,2
182,0
183,1
184,1
185,0
186,1
187,2
188,0
189,0
190,0
191,1
192,0
193,0
194,1
195,1
196,0
197,1
198,1
199,0
200,0
201,0
202,0
203,1
204,0
205,1
206,0
207,1
208,0
209,0
210,1
211,1
212,0
213,0
214,0
215,0
216,0
217,2
218,0
219,1
220,1
221,1
222,0
223,1
224,1
225,0
226,2
227,1
228,1
229,0
230,1
231,2
232,2
233,0
234,0
235,1
236,0
237,0
238,1
239,1
240,0
241,0
242,1
243,1
244,1
245,2
246,1
247,0
248,1
249,0
250,1
251,0
252,1
253,2
254,1
255,2
256,1
257,1
258,1
259,1
260,1
261,0
262,0
263,1
264,1
265,1
266,2
267,1
268,1
269,0
270,1
271,1
272,1
273,1
274,0
275,0
276,0
277,2
278,0
279,0
280,0
281,0
282,1
283,1
284,0
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,0
294,0
295,0
296,1
297,1
298,1
299,1
300,2
301,0
302,0
303,0
304,1
305,1
306,2
307,2
308,2
309,2
310,2
311,2
312,1
313,1
314,2
315,1
316,2
317,2
318,1
319,0
320,2
321,1
322,1
323,0
324,2
325,0
326,0
327,0
328,1
329,0
330,0
331,0
332,1
333,1
334,2
335,0
336,1
337,0
338,1
339,0
340,1
341,1
342,0
343,0
344,1
345,1
346,1
347,1
348,1
349,2
350,0
351,0
352,0
353,0
354,1
355,2
356,0
357,1
358,0
359,0
360,1
361,1
362,1
363,0
364,2
365,2
366,0
367,0
368,1
369,0
370,1
371,1
372,2
373,1
374,1
375,0
376,1
377,2
378,2
379,1
380,2
381,1
382,0
383,2
384,2
385,1
386,2
387,1
388,1
389,1
390,1
391,1
392,1
393,0
394,2
395,2
396,2
397,0
398,2
399,2
400,1
401,1
402,1
403,0
404,1
405,1
406,2
407,1
408,1
409,0
410,1
411,1
412,1
413,2
414,1
415,1
416,1
417,0
418,0
419,1
420,1
421,0
422,0
423,0
424,0
425,1
426,1
427,1
428,1
429,0
430,1
431,1
432,0
433,0
434,0
435,1
436,0
437,1
438,0
439,0
440,0
441,0
442,0
443,0
444,2
445,2
446,2
447,2
448,2
449,1
450,1
451,1
452,2
453,1
454,0
455,2
456,2
457,1
458,0
459,1
460,1
461,1
462,0
463,0
464,1
465,0
466,0
467,2
468,1
469,0
470,1
471,1
472,0
473,1
474,2
475,0
476,0
477,1
478,0
479,1
480,1
481,1
482,1
483,1
484,1
485,0
486,2
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,2
497,1
498,0
499,1
500,0
501,1
502,1
503,0
504,0
505,2
506,2
507,2
508,0
509,1
510,1
511,1
512,0
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,2
521,2
522,0
523,1
524,1
525,1
526,2
527,0
528,0
529,0
530,0
531,2
532,1
533,0
534,0
535,1
536,1
537,0
538,1
539,0
540,1
541,2
542,1
543,1
544,1
545,1
546,1
547,1
548,2
549,2
550,1
551,2
552,0
553,1
554,1
555,0
556,0
557,0
558,0
559,2
560,2
561,2
562,2
563,2
564,2
565,0
566,0
567,2
568,2
569,2
570,1
571,2
572,2
573,0
574,1
575,0
576,1
577,2
578,1
579,1
580,2
581,0
582,1
583,1
584,1
585,2
586,2
587,0
588,0
589,1
590,1
591,0
592,1
593,0
594,1
595,1
596,1
597,2
598,1
599,0
600,0
601,1
602,1
603,1
604,1
605,0
606,1
607,1
608,1
609,2
610,1
611,1
612,1
613,1
614,0
615,0
616,0
617,0
618,0
619,0
620,1
621,0
622,1
623,1
624,0
625,0
626,2
627,0
628,2
629,2
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,0
638,0
639,0
640,0
641,2
642,1
643,1
644,2
645,1
646,0
647,0
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,0
656,0
657,0
658,0
659,0
660,1
661,1
662,1
663,2
664,1
665,1
666,1
667,1
668,2
669,2
670,1
671,0
672,1
673,0
674,1
675,1
676,1
677,1
678,2
679,0
680,0
681,1
682,1
683,0
684,0
685,1
686,1
687,1
688,1
689,0
690,1
691,1
692,0
693,0
694,1
695,0
696,0
697,0
698,1
699,1
700,1
701,1
702,0
703,0
704,1
705,1
706,1
707,1
708,1
709,2
710,1
711,1
712,1
713,0
714,1
715,1
716,2
717,2
718,0
719,2
720,2
721,2
722,0
723,1
724,2
725,1
726,1
727,0
728,0
729,0
730,0
731,0
